,full_name,resale_price,registered_year,engine_capacity,transmission_type,kms_driven,owner_type,fuel_type,seats,mileage,body_type
1281,Hyundai Verna CRDi SX AT,128000.0,2009,1493,Automatic,66642,First Owner,Diesel,5,16.8,Sedan
1282,Hyundai Alcazar Platinum 7-Seater Diesel BSVI,2000000.0,2022,1493,Manual,24522,First Owner,Diesel,7,20.4,SUV
1283,Mahindra Thar LX 4-Str Hard Top Diesel BSVI,1650000.0,2022,2184,Manual,12338,First Owner,Diesel,4,15.2,SUV
1284,Jeep Compass 1.4 Longitude Plus AT,1600000.0,2020,1368,Automatic,73643,First Owner,Petrol,5,14.1,SUV
1285,Hyundai i10 Sportz,229999.99999999997,2008,1197,Manual,80198,Second Owner,Petrol,5,20.36,Hatchback
1286,Volkswagen Polo 1.5 TDI Trendline,450000.0,2014,1498,Manual,90649,Second Owner,Diesel,5,20.14,Hatchback
1287,Volkswagen Vento Petrol Comfortline,350000.0,2013,1598,Manual,52304,First Owner,Petrol,5,15.04,Sedan
1288,MG Hector Plus Sharp DCT,1500000.0,2021,1451,Automatic,62121,First Owner,Petrol,6,11.67,SUV
1289,Maruti Swift VXI,600000.0,2019,1197,Manual,24752,First Owner,Petrol,5,21.21,Hatchback
1290,Hyundai Grand i10 Magna,370000.0,2014,1197,Manual,58630,First Owner,Petrol,5,18.9,Hatchback
1291,Honda Jazz 1.2 VX i VTEC,650000.0,2018,1199,Manual,36923,First Owner,Petrol,5,18.7,Hatchback
1292,Maruti Baleno 1.3 Alpha,638000.0,2017,1248,Manual,49310,First Owner,Diesel,5,27.39,Hatchback
1293,Hyundai Xcent 1.2 Kappa S,401000.0,2015,1197,Manual,14492,First Owner,Petrol,5,19.1,Sedan
1294,Hyundai i20 Asta 1.2,600000.0,2016,1197,Manual,30231,First Owner,Petrol,5,18.6,Hatchback
1295,Hyundai Getz 1.3 GLS,200000.0,2008,1341,Manual,93565,Second Owner,Petrol,5,14.2,Hatchback
1296,Hyundai Grand i10 Sportz,350000.0,2013,1197,Manual,88700,Second Owner,Petrol,5,18.9,Hatchback
1297,Renault Kiger RXZ Turbo,653000.0,2021,999,Manual,16436,First Owner,Petrol,5,20.5,SUV
1298,Maruti Swift Ldi BSII,106000.0,2008,1248,Manual,140046,First Owner,Diesel,5,17.8,Hatchback
1299,Honda City i DTEC V,332000.0,2015,1498,Manual,100695,Third Owner,Diesel,5,26.0,Sedan
1300,Hyundai Creta 1.6 SX Automatic,1500000.0,2019,1591,Automatic,27139,First Owner,Petrol,5,14.8,SUV
1301,Honda City ZX CVT,1200000.0,2020,1498,Automatic,23511,First Owner,Petrol,5,18.3,Sedan
1302,Hyundai i20 1.2 Sportz,280000.0,2011,1197,Manual,73544,Third Owner,Petrol,5,17.0,Hatchback
1303,Hyundai Creta 1.6 VTVT SX Plus,1100000.0,2018,1591,Manual,40968,First Owner,Petrol,5,13.0,SUV
1304,Skoda Rapid 1.6 TDI Elegance,370000.0,2012,1598,Manual,116906,First Owner,Diesel,5,20.5,Sedan
1305,Maruti Alto LXi,200000.0,2010,796,Manual,52545,First Owner,Petrol,5,19.7,Hatchback
1306,Hyundai Verna VTVT 1.6 SX,828999.9999999999,2019,1591,Manual,22104,First Owner,Petrol,5,17.0,Sedan
1307,Hyundai EON Magna Plus,220000.00000000003,2014,814,Manual,70524,Third Owner,Petrol,5,21.1,Hatchback
1308,Honda Brio S MT,290000.0,2013,1198,Manual,53510,Third Owner,Petrol,5,19.4,Hatchback
1309,Skoda Rapid 1.5 TDI AT Elegance Plus,450000.0,2014,1498,Automatic,103075,Third Owner,Diesel,5,21.66,Sedan
1310,Skoda Rapid 1.5 TDI Style BSIV,750000.0,2017,1498,Manual,76592,First Owner,Diesel,5,21.13,Sedan
1311,Fiat Palio 1.2,5400000.0,2002,1242,Manual,85373,Third Owner,Petrol,5,15.5,Hatchback
1312,Tata Manza Aura (ABS) Quadrajet,130000.0,2010,1248,Manual,141627,First Owner,Diesel,5,18.8,Sedan
1313,Toyota Innova 2.5 G4 Diesel 8-seater,451000.0,2006,2494,Manual,186892,Third Owner,Diesel,8,12.8,MUV
1314,Skoda Rapid 1.6 TDI Elegance Plus,330000.0,2012,1598,Manual,105153,Third Owner,Diesel,5,20.5,Sedan
1315,Hyundai Santro Xing GLS,150000.0,2007,1086,Manual,37597,Second Owner,Petrol,5,17.92,Hatchback
1316,Mahindra XUV500 W8 FWD,950000.0,2015,2179,Manual,72641,First Owner,Diesel,7,15.1,SUV
1317,Maruti Wagon R VXI BS IV,386000.0,2014,998,Manual,39510,First Owner,Petrol,5,20.51,Hatchback
1318,Honda Amaze S i-Vtech,455000.0,2015,1198,Manual,33046,First Owner,Petrol,5,18.0,Sedan
1319,Ford Figo Diesel Titanium,200000.0,2011,1399,Manual,150032,First Owner,Diesel,5,20.0,Hatchback
1320,Hyundai Getz 1.3 GLX,8100000.0,2007,1341,Manual,54817,Second Owner,Petrol,5,14.2,Hatchback
1321,Maruti Ertiga SHVS ZDI Plus,800000.0,2016,1248,Manual,38325,First Owner,Diesel,7,24.52,MUV
1322,Chevrolet Sail Hatchback Petrol LS ABS,119000.0,2013,1199,Manual,14078,First Owner,Petrol,5,18.2,Hatchback
1323,Honda BR-V i-VTEC V CVT,750000.0,2016,1497,Automatic,78568,Second Owner,Petrol,7,15.4,SUV
1324,Hyundai i10 Era,229999.99999999997,2010,1086,Manual,102558,Second Owner,Petrol,5,19.81,Hatchback
1325,Hyundai Verna CRDi,283000.0,2010,1493,Manual,123776,First Owner,Diesel,5,16.8,Sedan
1326,Renault Duster 110PS Diesel RxZ,554000.0,2012,1461,Manual,43789,First Owner,Diesel,5,19.01,SUV
1327,Maruti Baleno 1.2 Delta,520000.0,2017,1197,Manual,41960,First Owner,Petrol,5,21.4,Hatchback
1328,Mercedes-Benz E-Class Exclusive E 220 d BSIV,3397000.0,2020,1950,Automatic,30599,First Owner,Diesel,5,16.1,Sedan
1329,Tata Nexon XZ Plus (O) BSVI,1000000.0,2021,1199,Manual,41451,First Owner,Petrol,5,17.57,SUV
1330,Kia Seltos HTK Plus iMT,1250000.0,2021,1497,Manual,9348,First Owner,Petrol,5,16.8,SUV
1331,Skoda Superb Elegance 1.8 TSI AT,550000.0,2009,1798,Automatic,84817,Second Owner,Petrol,5,13.7,Sedan
1332,Hyundai Creta 1.6 CRDi SX,1500000.0,2019,1582,Manual,52178,First Owner,Diesel,5,19.67,SUV
1333,Chevrolet Beat Diesel LS,150000.0,2012,936,Manual,83855,Fifth Owner,Diesel,5,25.44,Hatchback
1334,Hyundai Verna CRDi,7400000.0,2006,1493,Manual,149892,Second Owner,Diesel,5,16.8,Sedan
1335,Mahindra XUV500 W7 BSIV,1219000.0,2018,2179,Manual,53768,First Owner,Diesel,7,15.1,SUV
1336,Ford Ecosport 1.5 DV5 MT Titanium,500000.0,2014,1498,Manual,109651,Second Owner,Diesel,5,22.7,SUV
1337,Toyota Innova 2.5 ZX Diesel 7 Seater,1250000.0,2015,2494,Manual,191297,Second Owner,Diesel,7,12.99,MUV
1338,Hyundai EON Era Plus,250000.0,2013,814,Manual,22563,Second Owner,Petrol,5,21.1,Hatchback
1339,Volkswagen Passat 2.0 PD DSG,138000.0,2008,1968,Automatic,173327,Third Owner,Diesel,5,14.3,Sedan
1340,Volkswagen Passat 2.0 PD DSG,138000.0,2008,1968,Automatic,173327,Third Owner,Diesel,5,14.3,Sedan
1341,Mahindra XUV300 W4 BSVI,700000.0,2020,1197,Manual,13501,First Owner,Petrol,5,16.82,SUV
1342,Ford Aspire 1.2 Ti-VCT Titanium,374000.0,2016,1196,Manual,113158,Second Owner,Petrol,5,18.16,Sedan
1343,Hyundai Grand i10 Asta Option,420000.0,2014,1197,Manual,30897,Second Owner,Petrol,5,18.9,Hatchback
1344,Renault KWID RXL BSIV,400000.0,2019,799,Manual,32025,First Owner,Petrol,5,25.17,Hatchback
1345,Tata Hexa XMA,1000000.0,2017,2179,Automatic,99107,First Owner,Diesel,7,17.6,MUV
1346,Tata Indica Aura 1.2 Safire BSIV,114999.99999999999,2010,1172,Manual,24374,First Owner,Petrol,5,16.5,Hatchback
1347,Maruti Ciaz 1.4 Alpha,802000.0,2018,1373,Manual,29158,First Owner,Petrol,5,20.73,Sedan
1348,MG Hector Sharp Diesel MT,1700000.0,2020,1956,Manual,39826,First Owner,Diesel,5,17.41,SUV
1349,Maruti Swift VXI,425000.0,2013,1197,Manual,96645,First Owner,Petrol,5,18.6,Hatchback
1350,Tata Altroz XE BSVI,542000.0,2020,1199,Manual,7672,First Owner,Petrol,5,19.33,Hatchback
1351,Maruti Swift Dzire VXI,536000.0,2015,1197,Manual,5838,First Owner,Petrol,5,20.85,Sedan
1352,Honda City EXi,219000.0,2006,1497,Manual,61279,Fourth Owner,Petrol,5,17.7,Sedan
1353,Hyundai i10 Sportz 1.2,300000.0,2010,1197,Manual,52447,Second Owner,Petrol,5,20.36,Hatchback
1354,Mahindra XUV300 W8 Option BSVI,1050000.0,2020,1197,Manual,17817,First Owner,Petrol,5,16.82,SUV
1355,Maruti Celerio VXI AT,500000.0,2015,998,Automatic,13485,First Owner,Petrol,5,23.1,Hatchback
1356,Mahindra XUV500 R W10 FWD,1364000.0,2017,2179,Manual,63127,First Owner,Diesel,7,16.0,SUV
1357,Maruti Baleno 1.2 Delta,500000.0,2017,1197,Manual,35712,First Owner,Petrol,5,21.4,Hatchback
1358,Mahindra KUV 100 mFALCON G80 K4 Plus,300000.0,2016,1198,Manual,30901,Third Owner,Petrol,6,18.15,SUV
1359,Maruti Ertiga VXI,580000.0,2013,1373,Manual,74290,Second Owner,Petrol,7,16.02,MUV
1360,Tata Harrier XZ Plus BSVI,1700000.0,2021,1956,Manual,31745,First Owner,Diesel,5,16.35,SUV
1361,Maruti SX4 Zxi BSIII,144000.0,2009,1586,Manual,66425,First Owner,Petrol,5,15.0,Sedan
1363,Hyundai Creta 1.6 CRDi AT SX Plus,1100000.0,2017,1582,Automatic,64470,First Owner,Diesel,5,17.01,SUV
1364,Renault Triber RXE BSVI,700000.0,2021,999,Manual,24317,First Owner,Petrol,7,20.0,MUV
1365,Maruti Swift ZXI BSIV,520000.0,2015,1197,Manual,52991,First Owner,Petrol,5,22.0,Hatchback
1366,Hyundai i10 Magna 1.2,276000.0,2009,1197,Manual,66156,Second Owner,Petrol,5,20.36,Hatchback
1367,Mahindra Ssangyong Rexton RX7,836999.9999999999,2013,2696,Automatic,65890,First Owner,Diesel,7,11.18,SUV
1368,Nissan Sunny XL,371000.0,2013,1498,Manual,85593,Second Owner,Petrol,5,16.95,Sedan
1369,Honda City EXi,259000.0,2007,1497,Manual,100108,First Owner,Petrol,5,17.7,Sedan
1370,Hyundai i20 1.4 CRDi Asta,322000.0,2011,1396,Manual,102651,Fourth Owner,Diesel,5,23.0,Hatchback
1371,Hyundai EON Magna Plus,317000.0,2015,814,Manual,59268,First Owner,Petrol,5,21.1,Hatchback
1372,Renault Duster 85PS Diesel RxL,600000.0,2014,1461,Manual,78373,Third Owner,Diesel,5,20.45,SUV
1373,Nissan Magnite XL BSVI,630000.0,2021,999,Manual,17841,Second Owner,Petrol,5,18.75,SUV
1374,Hyundai i20 Active 1.4 SX,600000.0,2015,1396,Manual,44301,First Owner,Diesel,5,21.19,Hatchback
1375,Maruti Swift 1.3 VXi,200000.0,2006,1298,Manual,85421,Fifth Owner,Petrol,5,16.1,Hatchback
1376,Maruti Swift Dzire ZXI AT BSVI,950000.0,2021,1197,Automatic,2292,First Owner,Petrol,5,22.61,Sedan
1377,Jaguar XF 2.2 Litre Luxury,2000000.0,2014,2179,Automatic,92561,First Owner,Diesel,5,16.36,Sedan
1378,Hyundai Venue SX Plus Turbo DCT BSIV,1050000.0,2019,998,Automatic,17484,First Owner,Petrol,5,18.15,SUV
1379,Tata Nexon XZ 2020-2022,834000.0,2021,1199,Manual,17429,First Owner,Petrol,5,17.57,SUV
1380,Mahindra Bolero Neo N10 BSVI,900000.0,2021,1493,Manual,31108,Second Owner,Diesel,7,17.29,SUV
1382,Ford Ecosport 1.5 TDCi Titanium BSIV,589000.0,2015,1498,Manual,97149,Second Owner,Diesel,5,22.77,SUV
1383,Skoda Rapid 1.5 TDI AT Style BSIV,832000.0,2018,1498,Automatic,93591,First Owner,Diesel,5,21.72,Sedan
1384,Tata Altroz XE BSVI,650000.0,2022,1199,Manual,3666,Second Owner,Petrol,5,19.33,Hatchback
1385,Maruti Baleno 1.2 CVT Zeta,550000.0,2016,1197,Automatic,62756,Second Owner,Petrol,5,21.4,Hatchback
1386,Audi A6 2.0 TDI,1200000.0,2013,1968,Automatic,173215,First Owner,Diesel,5,17.68,Sedan
1387,Honda City V MT,377000.0,2011,1497,Manual,95343,Third Owner,Petrol,5,16.8,Sedan
1388,Skoda Laura 1.8 TSI Ambiente,250000.0,2011,1798,Manual,107067,Fourth Owner,Petrol,5,13.4,Sedan
1389,Honda Jazz 1.5 SV i DTEC,419000.00000000006,2015,1498,Manual,83296,First Owner,Diesel,5,27.3,Hatchback
1390,Isuzu D-Max 4X4,1514000.0,2017,2499,Manual,104400,First Owner,Diesel,5,12.4,Pickup
1391,Tata New Safari Dicor EX 4X2,250000.0,2009,2179,Manual,134097,Third Owner,Diesel,7,13.93,SUV
1392,Hyundai i20 1.2 Asta Dual Tone,700000.0,2018,1197,Manual,45499,Second Owner,Petrol,5,18.6,Hatchback
1393,Volkswagen Polo 1.5 TDI Highline,550000.0,2015,1498,Manual,74067,First Owner,Diesel,5,20.14,Hatchback
1394,Honda Amaze VX i-DTEC,520000.0,2015,1498,Manual,41105,First Owner,Diesel,5,25.8,Sedan
1395,Tata Nexon 1.2 Revotron XZA Plus,830000.0000000001,2019,1198,Automatic,17334,Second Owner,Petrol,5,17.0,SUV
1396,Hyundai Creta 1.6 CRDi SX,1000000.0,2015,1582,Manual,55412,First Owner,Diesel,5,19.67,SUV
1397,Mahindra XUV500 W8 2WD,714000.0,2014,2179,Manual,146005,Second Owner,Diesel,7,15.1,SUV
1398,Maruti Alto 800 LXI,250000.0,2013,796,Manual,66006,First Owner,Petrol,5,22.74,Hatchback
1399,Hyundai i10 Sportz 1.2,300000.0,2010,1197,Manual,64275,First Owner,Petrol,5,20.36,Hatchback
1400,Mahindra XUV300 W8 BSVI,1101000.0,2020,1197,Manual,12214,First Owner,Petrol,5,16.82,SUV
1401,Maruti Ertiga ZXI Petrol,900000.0,2018,1462,Manual,68796,First Owner,Petrol,7,19.34,MUV
1402,Hyundai EON 1.0 Magna Plus Option O,360000.0,2018,998,Manual,36800,Second Owner,Petrol,5,20.3,Hatchback
1403,Maruti Swift 1.2 VXI BSIV,400000.0,2011,1197,Manual,81529,Second Owner,Petrol,5,16.1,Hatchback
1404,Ford Ecosport 1.5 Petrol Titanium BSIV,924000.0,2019,1497,Manual,8809,First Owner,Petrol,5,17.0,SUV
1405,Hyundai i20 1.2 Sportz,374000.0,2011,1197,Manual,34852,First Owner,Petrol,5,17.0,Hatchback
1406,Honda Amaze S i-Vtech,385000.0,2014,1198,Manual,70498,First Owner,Petrol,5,18.0,Sedan
1407,Maruti Zen Estilo LX BSIII,125000.0,2010,998,Manual,90385,Third Owner,Petrol,5,18.2,Hatchback
1408,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,3400000.0,2014,2987,Automatic,59000,First Owner,Diesel,7,11.3,SUV
1409,Hyundai Grand i10 Sportz Petrol BSIV,590000.0,2018,1197,Manual,35000,First Owner,Petrol,5,18.9,Hatchback
1410,Toyota Fortuner 2.8 4WD AT,3750000.0,2020,2755,Automatic,37000,First Owner,Diesel,7,15.04,SUV
1411,Toyota Fortuner 4x2 AT,1425000.0,2014,2982,Automatic,66200,First Owner,Diesel,7,12.55,SUV
1412,Tata Nexon 1.5 Revotorq XZ Plus,775000.0,2018,1497,Manual,30200,First Owner,Diesel,5,21.5,SUV
1413,BMW X1 sDrive 20d xLine,1800000.0,2017,1995,Automatic,45000,Third Owner,Diesel,5,20.68,SUV
1414,Hyundai Creta 1.6 SX Option,1225000.0,2018,1591,Manual,24000,First Owner,Petrol,5,15.8,SUV
1415,BMW 5 Series 520d Luxury Line,3600000.0,2017,1995,Automatic,39000,Second Owner,Diesel,5,18.12,Sedan
1416,Toyota Corolla Altis 1.8 G CVT,1275000.0,2018,1798,Automatic,36200,Second Owner,Petrol,5,14.28,Sedan
1417,Jeep Compass 1.4 Limited Plus,1650000.0,2018,1368,Automatic,25000,First Owner,Petrol,5,14.1,SUV
1418,BMW X1 sDrive 20d xLine,2050000.0,2017,1995,Automatic,65000,Second Owner,Diesel,5,20.68,SUV
1419,Mercedes-Benz S-Class S 350 d,8900000.0,2021,2925,Automatic,34000,First Owner,Diesel,5,13.5,Sedan
1421,BMW X7 xDrive 30d DPE,101000.0,2022,2998,Automatic,58000,First Owner,Diesel,7,13.38,SUV
1422,Mercedes-Benz CLS-Class 250 CDI,2800000.0,2017,2143,Automatic,55000,Second Owner,Diesel,4,19.4,Sedan
1423,Toyota Camry 2.5 Hybrid,1745000.0,2017,2494,Automatic,75000,Second Owner,Petrol,5,19.16,Sedan
1424,Mercedes-Benz GLC 200,5190000.0,2020,1991,Automatic,42000,First Owner,Petrol,5,12.74,SUV
1425,Honda CR-V 2.0L 2WD AT,1639999.9999999998,2016,1997,Automatic,28000,First Owner,Petrol,5,13.7,SUV
1426,Mercedes-Benz E-Class Exclusive E 220d,5500000.0,2020,1950,Automatic,40000,First Owner,Diesel,5,16.1,Sedan
1427,Mercedes-Benz C-Class Progressive C 220d,2900000.0,2016,1950,Automatic,21000,First Owner,Diesel,5,12.6,Sedan
1429,Mercedes-Benz GLC Coupe 300d 4MATIC,7500000.0,2022,1950,Automatic,14000,First Owner,Diesel,5,16.34,Coupe
1430,Hyundai EON Magna,175000.0,2011,814,Manual,130563,First Owner,Petrol,5,22.0,Hatchback
1431,Hyundai Santro Sportz SE AMT BSIV,495000.0,2018,1086,Automatic,18000,First Owner,Petrol,5,20.3,Hatchback
1432,Ford Endeavour 3.2 Titanium AT 4X4,3400000.0,2019,3198,Automatic,23000,First Owner,Diesel,7,10.91,SUV
1433,Maruti Wagon R LXI,6000000.0,2003,998,Manual,210500,First Owner,Petrol,5,21.79,Hatchback
1434,Honda City i VTEC V,475000.0,2014,1497,Manual,52227,First Owner,Petrol,5,17.8,Sedan
1435,Kia Seltos GTX Option,1490000.0,2019,1353,Manual,51000,First Owner,Petrol,5,16.5,SUV
1438,MG Hector Sharp DCT,1651000.0000000002,2020,1451,Automatic,20000,First Owner,Petrol,5,13.96,SUV
1439,Mercedes-Benz E-Class Expression E 200 BSIV,4300000.0,2017,1991,Automatic,57000,First Owner,Petrol,5,15.0,Sedan
1440,Mercedes-Benz GLC 200,6500000.0,2022,1991,Automatic,17800,First Owner,Petrol,5,12.74,SUV
1441,BMW 7 Series 740Li,1290000.0,2012,2979,Automatic,68000,Second Owner,Petrol,5,12.05,Sedan
1442,Mercedes-Benz C-Class Progressive C 200,4490000.0,2020,1950,Automatic,9000,First Owner,Petrol,5,11.9,Sedan
1443,Mahindra XUV500 AT W10 1.99 mHawk,1070000.0,2017,1997,Automatic,76000,First Owner,Diesel,7,16.0,SUV
1444,Hyundai Creta 1.4 EX Diesel,994999.9999999999,2019,1396,Manual,22000,First Owner,Diesel,5,22.1,SUV
1445,Hyundai i10 Era 1.1 iTech SE,170000.0,2010,1086,Manual,52600,First Owner,Petrol,5,19.81,Hatchback
1446,Mahindra XUV500 W10 1.99 mHawk,1035000.0,2018,1997,Manual,68000,Second Owner,Diesel,7,16.0,SUV
1447,Toyota Corolla Altis 1.8 G,850000.0,2016,1798,Manual,81000,First Owner,Petrol,5,14.28,Sedan
1448,Volkswagen Vento Petrol Highline,355000.0,2011,1598,Manual,4057,First Owner,Petrol,5,15.04,Sedan
1449,Ford Endeavour Titanium Plus 4X2 AT,3800000.0,2021,1996,Automatic,40000,Second Owner,Diesel,7,13.9,SUV
1450,Audi A4 35 TFSi Premium,2000000.0,2015,1798,Automatic,34000,Second Owner,Petrol,5,15.64,Sedan
1451,BMW 5 Series 530i M Sport,5300000.0,2019,1998,Automatic,23000,First Owner,Petrol,5,15.01,Sedan
1453,Maruti Swift ZXI,550000.0,2017,1197,Manual,9500,First Owner,Petrol,5,21.21,Hatchback
1455,Hyundai Grand i10 AT Asta,465000.00000000006,2015,1197,Automatic,39000,First Owner,Petrol,5,18.9,Hatchback
1456,Land Rover Discovery Sport Petrol HSE 7S,3800000.0,2017,1997,Automatic,44000,First Owner,Petrol,7,12.81,SUV
1458,Mercedes-Benz C-Class Progressive C 220d,3400000.0,2019,1950,Automatic,27000,Second Owner,Diesel,5,12.6,Sedan
1459,Ford Ecosport 1.5 Ti VCT MT Signature BSIV,950000.0,2018,1499,Manual,40000,First Owner,Petrol,5,18.88,SUV
1460,Maruti Swift Dzire VXI 1.2 BS IV,560000.0,2017,1197,Manual,65000,First Owner,Petrol,5,22.0,Sedan
1461,Mercedes-Benz CLS-Class 250 CDI,2799000.0,2017,2143,Automatic,55000,Second Owner,Diesel,4,19.4,Sedan
1462,Hyundai Verna 1.6 SX VTVT,345000.0,2011,1591,Manual,37758,First Owner,Petrol,5,17.01,Sedan
1463,Hyundai Creta 1.6 E Plus,825000.0,2017,1591,Manual,62500,First Owner,Petrol,5,15.8,SUV
1466,Mercedes-Benz C-Class Progressive C 200,2400000.0,2017,1950,Automatic,84000,Second Owner,Petrol,5,11.9,Sedan
1467,Skoda Octavia 1.8 TSI AT Style Plus,1100000.0,2017,1798,Automatic,65000,Second Owner,Petrol,5,15.1,Sedan
1468,Nissan Magnite Turbo XV Premium Opt BSVI,1050000.0,2021,999,Manual,15000,First Owner,Petrol,5,20.0,SUV
1469,Honda CR-V 2.0L 2WD AT,1645000.0,2016,1997,Automatic,27000,First Owner,Petrol,5,13.7,SUV
1470,Land Rover Range Rover Evoque 2.0 TD4 HSE,3995000.0000000005,2019,1999,Automatic,32000,First Owner,Diesel,5,15.68,SUV
1471,Toyota Innova Crysta 2.8 ZX AT BSIV,1750000.0,2018,2755,Automatic,110000,First Owner,Diesel,7,11.36,MUV
1472,Toyota Camry Hybrid 2.5,1750000.0,2017,2487,Automatic,75000,Second Owner,Petrol,5,19.16,Sedan
1473,Hyundai Verna 1.6 CRDi SX,830000.0000000001,2017,1582,Manual,62400,First Owner,Diesel,5,23.9,Sedan
1474,Maruti Swift Dzire VXI,390000.0,2014,1197,Manual,77000,First Owner,Petrol,5,19.1,Sedan
1475,Ford Ecosport 1.5 Petrol Titanium Plus AT BSIV,615000.0,2016,1497,Automatic,80002,First Owner,Petrol,5,14.8,SUV
1476,Mercedes-Benz G G 350d,225000.0,2021,2925,Automatic,36000,First Owner,Diesel,5,8.13,SUV
1478,Hyundai i20 Asta 1.2,666000.0,2020,1197,Manual,42110,First Owner,Petrol,5,18.6,Hatchback
1480,Ford Ecosport 1.5 DV5 MT Trend,395000.0,2014,1498,Manual,66000,First Owner,Diesel,5,22.7,SUV
1481,Toyota Corolla Altis 1.8 G,850000.0,2016,1798,Manual,81800,First Owner,Petrol,5,14.28,Sedan
1482,Mahindra XUV500 AT W10 1.99 mHawk,1070000.0,2017,1997,Automatic,76700,First Owner,Diesel,7,16.0,SUV
1483,Chevrolet Sail 1.3 LS,225000.0,2014,1248,Manual,67000,First Owner,Diesel,5,22.1,Sedan
1484,Hyundai i20 Magna 1.2,455000.0,2015,1197,Manual,88200,First Owner,Petrol,5,18.6,Hatchback
1487,Honda City i VTEC CVT SV,570000.0,2015,1497,Automatic,125000,First Owner,Petrol,5,18.0,Sedan
1488,Toyota Innova Crysta 2.8 GX AT BSIV,1565000.0,2018,2755,Automatic,147000,First Owner,Diesel,7,11.36,MUV
1489,Toyota Innova Crysta 2.8 GX AT BSIV,1695000.0,2019,2755,Automatic,112000,First Owner,Diesel,7,11.36,MUV
1490,Maruti Swift Dzire VXI 1.2 BS IV,480000.0,2016,1197,Manual,82000,First Owner,Petrol,5,22.0,Sedan
1491,Maruti Wagon R AMT VXI Option,550000.0,2019,998,Automatic,74740,First Owner,Petrol,5,20.51,Hatchback
1492,Maruti Wagon R VXI,288000.0,2013,998,Manual,28144,First Owner,Petrol,5,21.79,Hatchback
1493,Maruti Alto K10 VXI AGS Optional,380000.0,2018,998,Automatic,67000,First Owner,Petrol,5,23.95,Hatchback
1494,Maruti Swift VXI,370000.0,2013,1197,Manual,74000,Second Owner,Petrol,5,18.6,Hatchback
1495,Mercedes-Benz CLA 200 CGI Sport,2975000.0,2019,1991,Automatic,27000,Second Owner,Petrol,5,15.04,Sedan
1496,Maruti Alto K10 VXI,310000.0,2017,998,Manual,56200,First Owner,Petrol,5,23.95,Hatchback
1497,Honda New Accord 2.4 A/T,495000.0,2012,2354,Automatic,39000,First Owner,Petrol,5,11.7,Sedan
1498,Ford Ecosport 1.5 TDCi Titanium Plus BSIV,695000.0,2017,1498,Manual,62000,First Owner,Diesel,5,22.77,SUV
1499,Mahindra Scorpio S7 140 BSIV,1095000.0,2018,2179,Manual,71000,First Owner,Diesel,7,16.36,SUV
1500,Tata Tiago 1.2 Revotron XTA,509999.99999999994,2019,1199,Automatic,49000,Second Owner,Petrol,5,23.84,Hatchback
1502,Hyundai i20 Magna 1.2,440000.00000000006,2017,1197,Manual,111363,First Owner,Petrol,5,18.6,Hatchback
1503,Maruti Baleno 1.2 Zeta,625000.0,2018,1197,Manual,40820,First Owner,Petrol,5,21.4,Hatchback
1504,Mercedes-Benz GLE 43 AMG Coupe,8590000.0,2019,2996,Automatic,24000,First Owner,Petrol,5,8.9,SUV
1505,Land Rover Range Rover 4.4 Diesel LWB SVAutobiography,180000.0,2019,4367,Automatic,70000,First Owner,Diesel,5,11.49,SUV
1506,BMW 3 Series 330i M Sport,4850000.0,2021,1998,Automatic,7000,First Owner,Petrol,5,16.13,Sedan
1507,BMW X3 xDrive30i M Sport,6975000.0,2022,1998,Automatic,18000,First Owner,Petrol,5,13.17,SUV
1509,Mercedes-Benz GLS 400 4MATIC,6500000.0,2016,2996,Automatic,15000,First Owner,Petrol,7,8.9,SUV
1510,Mercedes-Benz E-Class Exclusive E 220 d BSIV,5200000.0,2019,1950,Automatic,54000,First Owner,Diesel,5,16.1,Sedan
1511,BMW X3 xDrive 20d xLine,5150000.0,2020,1995,Automatic,38000,First Owner,Diesel,5,18.56,SUV
1512,BMW 5 Series 520d Luxury Line,6250000.0,2021,1995,Automatic,18000,First Owner,Diesel,5,20.37,Sedan
1513,Mercedes-Benz GLE 43 AMG Coupe,8850000.0,2020,2996,Automatic,21000,First Owner,Petrol,5,8.9,SUV
1514,Mercedes-Benz C-Class Progressive C 200,4300000.0,2020,1950,Automatic,23000,First Owner,Petrol,5,11.9,Sedan
1516,BMW X1 sDrive20i xLine,4200000.0,2022,1998,Automatic,18000,First Owner,Petrol,5,14.82,SUV
1517,Mercedes-Benz E-Class Exclusive E 220d,7400000.0,2021,1950,Automatic,14000,First Owner,Diesel,5,16.1,Sedan
1518,Mercedes-Benz CLA Urban Sport 200d,2750000.0,2020,2143,Automatic,21000,Second Owner,Diesel,5,17.9,Sedan
1519,Mercedes-Benz CLA Urban Sport 200,2950000.0,2019,1991,Automatic,42000,First Owner,Petrol,5,15.04,Sedan
1520,Mercedes-Benz GLC Coupe 300d 4MATIC BSVI,6100000.0,2020,1950,Automatic,19000,First Owner,Diesel,5,16.34,Coupe
1521,BMW X5 xDrive 30d Design Pure Experience 5 Seater,4175000.0,2018,2993,Automatic,90000,First Owner,Diesel,5,15.97,SUV
1522,BMW X1 sDrive20i SportX,4075000.0,2020,1998,Automatic,28000,First Owner,Petrol,5,14.82,SUV
