,full_name,brand,resale_price,registered_year,engine_capacity,kms_driven,owner_type,transmission_type,fuel_type,mileage,body_type,seats
1946,Maruti Alto K10 VXI,Maruti,340000.0,2018,998.0,47008,First Owner,Manual,Petrol,23.95,Hatchback,5
1947,Hyundai Verna CRDi 1.6 SX Option,Hyundai,900000.0,2018,1582.0,104782,First Owner,Manual,Diesel,22.0,Sedan,5
1948,Maruti Swift VDI,Maruti,350000.0,2013,1248.0,118149,Third Owner,Manual,Diesel,22.9,Hatchback,5
1949,Maruti Ertiga BSIV VXI AT,Maruti,381000.0,2017,1373.0,107598,Second Owner,Automatic,Petrol,17.03,MUV,7
1950,Skoda Laura Ambiente,Skoda,564000.0,2008,1896.0,133946,First Owner,Manual,Diesel,17.5,Sedan,5
1951,Hyundai EON Era Plus,Hyundai,280000.0,2018,814.0,48409,First Owner,Manual,Petrol,21.1,Hatchback,5
1952,Hyundai Creta 1.4 S,Hyundai,950000.0,2019,1396.0,90150,First Owner,Manual,Diesel,22.1,SUV,5
1953,Maruti Ciaz VDi Plus SHVS,Maruti,500000.0,2016,1248.0,77074,Second Owner,Manual,Diesel,28.09,Sedan,5
1954,Honda Amaze VX CVT BSVI,Honda,731000.0,2021,1199.0,32293,First Owner,Automatic,Petrol,18.3,Sedan,5
1955,Jeep Compass 1.4 Limited Plus BSIV,Jeep,1200000.0,2018,1368.0,69510,First Owner,Automatic,Petrol,16.0,SUV,5
1956,Jeep Compass 2.0 Sport,Jeep,1000000.0,2018,1956.0,131511,First Owner,Manual,Diesel,17.1,SUV,5
1957,Maruti Swift VDI,Maruti,300000.0,2012,1248.0,145716,Second Owner,Manual,Diesel,22.9,Hatchback,5
1958,Maruti Ciaz 1.4 Alpha,Maruti,607000.0,2017,1373.0,38943,First Owner,Manual,Petrol,20.73,Sedan,5
1959,Chevrolet Cruze LTZ,Chevrolet,361000.0,2010,1991.0,152098,Third Owner,Manual,Diesel,18.3,Sedan,5
1960,Maruti Zen LXI,Maruti,6900000.0,2005,993.0,96598,Second Owner,Manual,Petrol,17.3,Hatchback,5
1961,Hyundai i20 Sportz 1.2,Hyundai,500000.0,2016,1197.0,120094,First Owner,Manual,Petrol,18.6,Hatchback,5
1962,Hyundai i10 Magna 1.2,Hyundai,164000.0,2009,1197.0,40876,First Owner,Manual,Petrol,20.36,Hatchback,5
1963,Maruti Wagon R LXI Minor,Maruti,105000.0,2008,1061.0,88306,First Owner,Manual,Petrol,18.9,Hatchback,5
1964,Maruti Alto 800 LXI,Maruti,188000.0,2013,796.0,21335,First Owner,Manual,Petrol,22.74,Hatchback,5
1965,Tata Tiago 1.2 Revotron XZ,Tata,400000.0,2018,1199.0,25742,First Owner,Manual,Petrol,23.84,Hatchback,5
1966,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Toyota,700000.0,2013,2494.0,262122,First Owner,Manual,Diesel,12.99,MUV,8
1967,Renault Duster 110PS Diesel RxL,Renault,440000.00000000006,2013,1461.0,81297,First Owner,Manual,Diesel,19.01,SUV,5
1968,Hyundai i20 Magna 1.4 CRDi,Hyundai,600000.0,2017,1396.0,47057,First Owner,Manual,Diesel,22.54,Hatchback,5
1969,Maruti Alto K10 VXI AGS Optional,Maruti,350000.0,2018,998.0,40402,First Owner,Automatic,Petrol,23.95,Hatchback,5
1970,Honda Amaze S BSVI,Honda,513999.99999999994,2022,1199.0,10554,First Owner,Manual,Petrol,18.6,Sedan,5
1971,Maruti Wagon R LXI BSIII,Maruti,5700000.0,2005,1061.0,99385,Third Owner,Manual,Petrol,14.0,Hatchback,5
1972,Honda Amaze SX i VTEC,Honda,404000.0,2017,1198.0,87852,First Owner,Manual,Petrol,17.8,Sedan,5
1973,Hyundai Aura S CNG,Hyundai,770000.0,2022,1197.0,47145,First Owner,Manual,CNG,28.0,Sedan,5
1974,Tata Indica Aura 1.3 Quadrajet,Tata,100000.0,2009,1248.0,78567,Second Owner,Manual,Diesel,18.0,Hatchback,5
1975,Maruti Wagon R AMT VXI,Maruti,275000.0,2015,998.0,97407,First Owner,Automatic,Petrol,20.51,Hatchback,5
1976,Hyundai i20 Asta,Hyundai,314000.0,2009,1197.0,88465,Third Owner,Manual,Petrol,17.0,Hatchback,5
1977,Hyundai Xcent 1.1 CRDi S Option,Hyundai,330000.0,2015,1120.0,141454,Second Owner,Manual,Diesel,24.4,Sedan,5
1978,Hyundai i20 Magna Plus BSIV,Hyundai,530000.0,2019,1197.0,17259,First Owner,Manual,Petrol,18.6,Hatchback,5
1979,Chevrolet Beat Diesel PS,Chevrolet,137000.0,2013,936.0,77103,Second Owner,Manual,Diesel,25.44,Hatchback,5
1980,Mahindra Ssangyong Rexton RX7,Mahindra,634000.0,2013,2696.0,74903,Third Owner,Automatic,Diesel,11.18,SUV,7
1981,Honda Amaze VX O iDTEC,Honda,356000.0,2015,1498.0,75975,Second Owner,Manual,Diesel,25.8,Sedan,5
1982,Maruti Baleno Sigma,Maruti,600000.0,2022,1197.0,20138,First Owner,Manual,Petrol,21.01,Hatchback,5
1983,Maruti Celerio ZXI MT BSIV,Maruti,400000.0,2018,998.0,89763,First Owner,Manual,Petrol,23.1,Hatchback,5
1984,Toyota Etios Liva 1.4 VD,Toyota,250000.0,2019,1364.0,45085,First Owner,Manual,Diesel,23.59,Hatchback,5
1985,Hyundai i20 1.4 Asta,Hyundai,633000.0,2018,1396.0,101020,First Owner,Manual,Diesel,22.54,Hatchback,5
1986,Maruti Wagon R LXI Minor,Maruti,114999.99999999999,2009,1061.0,95682,First Owner,Manual,Petrol,18.9,Hatchback,5
1987,Mahindra KUV 100 mFALCON D75 K4,Mahindra,277000.0,2016,1198.0,74128,First Owner,Manual,Diesel,25.32,SUV,6
1988,Renault Duster 85PS Diesel RxL,Renault,280000.0,2013,1461.0,106960,Third Owner,Manual,Diesel,20.45,SUV,5
1989,MG Hector Sharp Diesel MT BSIV,MG,1800000.0,2021,1956.0,48724,First Owner,Manual,Diesel,17.41,SUV,5
1990,Maruti Wagon R VXI BS IV,Maruti,300000.0,2014,998.0,65632,Second Owner,Manual,Petrol,20.51,Hatchback,5
1991,Hyundai i20 Magna BSVI,Hyundai,558000.0,2021,1197.0,22165,First Owner,Manual,Petrol,21.0,Hatchback,5
1992,Skoda Fabia 1.2 TDI Ambition Plus,Skoda,297000.0,2013,1199.0,54044,Third Owner,Manual,Diesel,20.86,Hatchback,5
1993,Ford Ecosport 1.5 Ti VCT MT Titanium,Ford,350000.0,2015,1499.0,100418,First Owner,Manual,Petrol,15.8,SUV,5
1994,MG Hector Hybrid Smart MT,MG,1200000.0,2020,1451.0,63283,First Owner,Manual,Petrol,15.81,SUV,5
1995,Maruti Swift Dzire ZXI,Maruti,409999.99999999994,2015,1197.0,122168,Second Owner,Manual,Petrol,20.85,Sedan,5
1996,Renault KWID 1.0 RXT Opt BSIV,Renault,353000.0,2019,999.0,47058,First Owner,Manual,Petrol,23.01,Hatchback,5
1997,Nissan Terrano XL 110 PS,Nissan,350000.0,2013,1461.0,130940,First Owner,Manual,Diesel,19.01,SUV,5
1998,Hyundai EON D Lite Plus,Hyundai,180000.0,2014,814.0,54512,Second Owner,Manual,Petrol,21.1,Hatchback,5
1999,Maruti Swift Dzire VDi,Maruti,227999.99999999997,2010,1248.0,127533,First Owner,Manual,Diesel,19.3,Sedan,5
2000,Toyota Corolla Altis G MT,Toyota,1145000.0,2016,1798.0,48554,First Owner,Manual,Petrol,14.28,Sedan,5
2001,Maruti Wagon R LXI BS IV,Maruti,120000.0,2010,998.0,47772,Second Owner,Manual,Petrol,18.9,Hatchback,5
2002,Hyundai i10 Magna 1.2,Hyundai,150000.0,2009,1197.0,137062,First Owner,Manual,Petrol,20.36,Hatchback,5
2003,Maruti Vitara Brezza VDi,Maruti,565000.0,2017,1248.0,68756,First Owner,Manual,Diesel,24.3,SUV,5
2004,Maruti Baleno Zeta,Maruti,825000.0,2022,1197.0,6245,First Owner,Manual,Petrol,21.01,Hatchback,5
2005,Tata Tiago Wizz 1.2 Revotron,Tata,400000.0,2018,1199.0,98982,First Owner,Manual,Petrol,23.84,Hatchback,5
2006,Maruti Vitara Brezza ZDi Plus,Maruti,700000.0,2016,1248.0,155411,First Owner,Manual,Diesel,24.3,SUV,5
2007,Maruti Baleno 1.2 Zeta,Maruti,450000.0,2018,1197.0,135520,Third Owner,Manual,Petrol,21.4,Hatchback,5
2008,Maruti Alto 800 LXI,Maruti,250000.0,2015,796.0,16648,First Owner,Manual,Petrol,22.74,Hatchback,5
2009,Maruti Swift Dzire VXI,Maruti,400000.0,2014,1197.0,70351,Third Owner,Manual,Petrol,19.1,Sedan,5
2010,Hyundai EON Magna Plus,Hyundai,250000.0,2015,814.0,35267,First Owner,Manual,Petrol,21.1,Hatchback,5
2011,Mahindra XUV300 W8 Option Diesel BSIV,Mahindra,869000.0,2019,1497.0,78686,First Owner,Manual,Diesel,20.0,SUV,5
2012,Honda City i DTEC V,Honda,500000.0,2015,1498.0,102707,First Owner,Manual,Diesel,26.0,Sedan,5
2013,Jaguar XF 2.2 Litre Luxury,Jaguar,994999.9999999999,2014,2179.0,103606,Second Owner,Automatic,Diesel,16.36,Sedan,5
2014,Hyundai Santro Xing GLS,Hyundai,7500000.0,2008,1086.0,164359,Third Owner,Manual,Petrol,17.92,Hatchback,5
2015,Maruti Omni 8 Seater BSII,Maruti,2800000.0,2003,796.0,24360,Second Owner,Manual,Petrol,19.7,Minivans,8
2016,Maruti Omni LPG CARGO BSIII W IMMOBILISER,Maruti,2800000.0,2003,796.0,31382,Fourth Owner,Manual,LPG,10.9,Minivans,5
2017,Skoda Rapid 1.6 TDI Elegance,Skoda,267000.0,2012,1598.0,102449,First Owner,Manual,Diesel,20.5,Sedan,5
2018,Hyundai i10 Era 1.1,Hyundai,140000.0,2009,1086.0,80359,First Owner,Manual,Petrol,19.81,Hatchback,5
2019,Renault Duster 110PS Diesel RxZ,Renault,369000.0,2012,1461.0,121061,Second Owner,Manual,Diesel,19.01,SUV,5
2020,Maruti Vitara Brezza ZDi Plus,Maruti,800000.0,2018,1248.0,98061,First Owner,Manual,Diesel,24.3,SUV,5
2021,Hyundai i10 Magna 1.2,Hyundai,166000.0,2008,1197.0,81774,First Owner,Manual,Petrol,20.36,Hatchback,5
2022,Maruti Ritz VXI,Maruti,192000.0,2010,1197.0,137939,First Owner,Manual,Petrol,21.1,Hatchback,5
2023,Volkswagen Taigun 1.0 TSI Topline BSVI,Volkswagen,1300000.0,2022,999.0,20141,First Owner,Manual,Petrol,20.08,SUV,5
2024,Maruti Baleno 1.2 Delta,Maruti,550000.0,2018,1197.0,29027,First Owner,Manual,Petrol,21.4,Hatchback,5
2025,Maruti Celerio LXI,Maruti,250000.0,2014,998.0,121909,First Owner,Manual,Petrol,23.1,Hatchback,5
2026,Maruti Baleno Delta,Maruti,675000.0,2021,1197.0,12024,First Owner,Manual,Petrol,21.01,Hatchback,5
2027,Renault Duster 85PS Diesel RxL,Renault,500000.0,2015,1461.0,57482,First Owner,Manual,Diesel,20.45,SUV,5
2028,Maruti Swift Dzire VDi,Maruti,332000.0,2012,1248.0,149985,First Owner,Manual,Diesel,19.3,Sedan,5
2029,Hyundai Grand i10 Sportz,Hyundai,400000.0,2017,1197.0,80710,First Owner,Manual,Petrol,18.9,Hatchback,5
2030,Hyundai i20 1.2 Era,Hyundai,524000.0,2018,1197.0,29106,First Owner,Manual,Petrol,18.6,Hatchback,5
2031,Volkswagen Polo Diesel Trendline 1.2L,Volkswagen,261000.0,2012,1199.0,74180,Fifth Owner,Manual,Diesel,22.07,Hatchback,5
2032,Ford Figo 1.2P Trend MT,Ford,404000.0,2018,1196.0,61749,First Owner,Manual,Petrol,18.16,Hatchback,5
2033,Toyota Innova Crysta 2.4 VX 7 STR,Toyota,2300000.0,2022,2393.0,12420,First Owner,Manual,Diesel,12.0,MUV,7
2034,Audi Q5 2.0 TDI,Audi,1068000.0,2012,1968.0,162712,First Owner,Automatic,Diesel,12.8,SUV,5
2035,Maruti Wagon R VXI,Maruti,500000.0,2019,998.0,48702,Second Owner,Manual,Petrol,21.79,Hatchback,5
2036,Maruti Swift VDI,Maruti,340000.0,2012,1248.0,142425,First Owner,Manual,Diesel,22.9,Hatchback,5
2037,Hyundai Verna SX,Hyundai,850000.0,2021,1497.0,53840,First Owner,Manual,Petrol,17.7,Sedan,5
2038,Toyota Innova Crysta 2.4 VX 7 STR,Toyota,2300000.0,2021,2393.0,31610,First Owner,Manual,Diesel,12.0,MUV,7
2039,Skoda Laura Ambiente 2.0 TDI CR MT,Skoda,365000.0,2012,1968.0,114192,First Owner,Manual,Diesel,20.0,Sedan,5
2040,Jeep Compass 2.0 Limited Opt Diesel BSVI,Jeep,2400000.0,2021,1956.0,24120,First Owner,Manual,Diesel,17.1,SUV,5
2041,Maruti Swift Dzire VXi,Maruti,200000.0,2010,1298.0,158638,First Owner,Manual,Petrol,17.5,Sedan,5
2042,Maruti Vitara Brezza ZDi,Maruti,900000.0,2018,1248.0,41803,First Owner,Manual,Diesel,24.3,SUV,5
2043,Ford Ecosport 1.5 Petrol Trend BSIV,Ford,700000.0,2019,1497.0,64536,First Owner,Manual,Petrol,17.0,SUV,5
2044,Maruti Alto LXi,Maruti,131000.0,2007,796.0,27377,First Owner,Manual,Petrol,19.7,Hatchback,5
2045,Honda WR-V i-DTEC VX,Honda,635000.0,2017,1498.0,66559,First Owner,Manual,Diesel,25.5,SUV,5
2046,Renault Duster 85PS Diesel RxE,Renault,340000.0,2013,1461.0,172295,First Owner,Manual,Diesel,20.45,SUV,5
2047,Hyundai i20 Magna,Hyundai,150000.0,2010,1197.0,129032,Fourth Owner,Manual,Petrol,18.5,Hatchback,5
2048,Maruti Swift Dzire VXI,Maruti,450000.0,2016,1197.0,60516,First Owner,Manual,Petrol,20.85,Sedan,5
2049,Maruti Swift Dzire LXI,Maruti,250000.0,2012,1197.0,85218,Third Owner,Manual,Petrol,19.1,Sedan,5
2050,Tata Zest Premio,Tata,380000.0,2018,1248.0,50151,First Owner,Manual,Diesel,22.95,Sedan,5
2051,Ford Ecosport 1.5 TDCi Titanium BSIV,Ford,430000.0,2015,1498.0,93128,First Owner,Manual,Diesel,22.77,SUV,5
2052,Chevrolet Beat LT,Chevrolet,184000.0,2015,1199.0,27266,First Owner,Manual,Petrol,18.6,Hatchback,5
2053,Ford Ecosport 1.0 Ecoboost Titanium Optional,Ford,400000.0,2013,999.0,105065,Second Owner,Manual,Petrol,18.88,SUV,5
2054,Hyundai Aura SX,Hyundai,600000.0,2020,1197.0,75781,First Owner,Manual,Petrol,20.5,Sedan,5
2055,Hyundai Xcent 1.2 Kappa SX,Hyundai,340000.0,2014,1197.0,63059,First Owner,Manual,Petrol,19.1,Sedan,5
2056,Honda City VX MT,Honda,750000.0,2019,1497.0,117633,First Owner,Manual,Petrol,17.4,Sedan,5
2057,Honda Amaze VX Petrol,Honda,800000.0,2020,1199.0,10300,First Owner,Manual,Petrol,18.6,Sedan,5
2058,Hyundai Verna 1.4 CX,Hyundai,440000.00000000006,2014,1396.0,134625,Second Owner,Manual,Diesel,23.5,Sedan,5
2059,Honda City 1.5 S MT,Honda,200000.0,2010,1497.0,140020,First Owner,Manual,Petrol,17.0,Sedan,5
2060,Maruti 800 Std BSII,Maruti,5000000.0,1999,796.0,56358,First Owner,Manual,Petrol,16.1,Hatchback,4
2061,Honda City i DTEC VX,Honda,550000.0,2014,1498.0,81285,Third Owner,Manual,Diesel,25.1,Sedan,5
2062,Volkswagen Polo Diesel Trendline 1.2L,Volkswagen,200000.0,2012,1199.0,146640,Fourth Owner,Manual,Diesel,22.07,Hatchback,5
2063,Mahindra Thar LX 4-Str Hard Top BSVI,Mahindra,1456000.0,2021,1997.0,25303,First Owner,Manual,Petrol,15.2,SUV,4
2064,Renault Pulse RxZ,Renault,249000.00000000003,2014,1461.0,94885,First Owner,Manual,Diesel,23.08,Hatchback,5
2065,Hyundai i20 1.4 CRDi Magna,Hyundai,236000.0,2012,1396.0,85357,First Owner,Manual,Diesel,21.9,Hatchback,5
2066,Maruti Wagon R VXI BSIII,Maruti,150000.0,2010,998.0,77186,Fourth Owner,Manual,Petrol,18.9,Hatchback,5
2067,Hyundai i20 Asta 1.4 CRDi,Hyundai,400000.0,2014,1396.0,108263,Second Owner,Manual,Diesel,21.27,Hatchback,5
2068,Renault Duster 85PS Diesel RxL,Renault,380000.0,2014,1461.0,88967,Second Owner,Manual,Diesel,20.45,SUV,5
2069,Mahindra XUV500 W8 2WD,Mahindra,509999.99999999994,2014,2179.0,80812,Third Owner,Manual,Diesel,15.1,SUV,7
2070,MG Hector Plus Sharp CVT,MG,2000000.0,2022,1451.0,33127,First Owner,Automatic,Petrol,16.56,SUV,6
2071,Hyundai i20 Sportz 1.4 CRDi,Hyundai,500000.0,2014,1396.0,72836,First Owner,Manual,Diesel,22.54,Hatchback,5
2072,Audi A3 35 TDI Premium,Audi,1400000.0,2015,1968.0,42531,Third Owner,Automatic,Diesel,20.38,Sedan,5
2073,Maruti Wagon R LXI Minor,Maruti,137000.0,2009,1061.0,86476,First Owner,Manual,Petrol,18.9,Hatchback,5
2074,Renault KWID 1.0 RXT Optional,Renault,300000.0,2018,999.0,44014,First Owner,Manual,Petrol,23.01,Hatchback,5
2075,Fiat Punto 1.3 Emotion,Fiat,150000.0,2009,1248.0,87844,First Owner,Manual,Diesel,20.3,Hatchback,5
2076,Renault KWID Climber 1.0 AMT,Renault,320000.0,2017,999.0,85619,First Owner,Automatic,Petrol,24.04,Hatchback,5
2077,Honda City i-DTEC VX,Honda,900000.0,2018,1498.0,69236,First Owner,Manual,Diesel,25.6,Sedan,5
2078,Maruti Ciaz ZXi,Maruti,400000.0,2015,1373.0,73721,First Owner,Manual,Petrol,20.73,Sedan,5
2079,Hyundai i20 Magna 1.4 CRDi,Hyundai,486000.00000000006,2015,1396.0,69752,Second Owner,Manual,Diesel,22.54,Hatchback,5
2080,Hyundai i20 1.4 CRDi Sportz,Hyundai,266000.0,2012,1396.0,180039,First Owner,Manual,Diesel,23.0,Hatchback,5
2081,Tata Nexon XZ Plus BSVI,Tata,1100000.0,2022,1199.0,3736,First Owner,Manual,Petrol,17.33,SUV,5
2082,Honda City 1.5 S MT,Honda,250000.0,2011,1497.0,72474,Second Owner,Manual,Petrol,17.0,Sedan,5
2083,Hyundai i10 Magna 1.2,Hyundai,200000.0,2009,1197.0,58339,First Owner,Manual,Petrol,20.36,Hatchback,5
2084,Maruti Swift Dzire ZXI,Maruti,550000.0,2015,1197.0,78377,First Owner,Manual,Petrol,20.85,Sedan,5
2085,Mahindra Scorpio LX 2WD 7S,Mahindra,499000.0,2013,2179.0,86126,Second Owner,Manual,Diesel,12.05,SUV,7
2086,Maruti Ciaz 1.4 Alpha,Maruti,650000.0,2017,1373.0,29779,Second Owner,Manual,Petrol,20.73,Sedan,5
2087,Maruti Ritz VDi,Maruti,175000.0,2011,1248.0,189449,Second Owner,Manual,Diesel,21.1,Hatchback,5
2088,Maruti Wagon R LXI CNG BSVI,Maruti,600000.0,2022,998.0,15333,First Owner,Manual,CNG,34.05,Hatchback,5
2089,Maruti Alto 800 LXI,Maruti,325000.0,2019,796.0,45301,Second Owner,Manual,Petrol,22.05,Hatchback,5
2090,Maruti Swift Dzire VDi,Maruti,276000.0,2011,1248.0,143426,First Owner,Manual,Diesel,19.3,Sedan,5
2091,Chevrolet Beat LT,Chevrolet,118000.0,2010,1199.0,89748,Fourth Owner,Manual,Petrol,18.6,Hatchback,5
2092,Maruti Ertiga VXI,Maruti,500000.0,2014,1373.0,72692,First Owner,Manual,Petrol,16.02,MUV,7
2093,Mahindra XUV500 R W10 FWD,Mahindra,839000.0,2015,2179.0,154225,First Owner,Manual,Diesel,16.0,SUV,7
2094,Tata Punch Adventure BSVI,Tata,650000.0,2022,1199.0,6815,First Owner,Manual,Petrol,20.09,SUV,5
2095,Honda City V MT,Honda,271000.0,2012,1497.0,107069,First Owner,Manual,Petrol,16.8,Sedan,5
2096,Honda Amaze SX i-DTEC,Honda,399000.0,2014,1498.0,72451,First Owner,Manual,Diesel,25.8,Sedan,5
2097,Maruti Ritz ZXi,Maruti,380000.0,2014,1197.0,43474,First Owner,Manual,Petrol,18.5,Hatchback,5
2098,Maruti Baleno 1.2 Delta,Maruti,535000.0,2017,1197.0,57800,First Owner,Manual,Petrol,21.4,Hatchback,5
2099,Maruti Baleno Delta,Maruti,490000.00000000006,2016,1197.0,79800,First Owner,Manual,Petrol,21.01,Hatchback,5
2100,Renault KWID 1.0 RXT Optional,Renault,290000.0,2016,999.0,65000,Second Owner,Manual,Petrol,23.01,Hatchback,5
2101,Maruti Vitara Brezza VXI,Maruti,890000.0,2021,1462.0,17580,First Owner,Manual,Petrol,17.03,SUV,5
2102,Maruti Wagon R Stingray VXI,Maruti,350000.0,2016,998.0,59800,First Owner,Manual,Petrol,20.51,Hatchback,5
2103,Honda BR-V i-DTEC VX MT,Honda,790000.0,2016,1498.0,43919,First Owner,Manual,Diesel,21.9,SUV,7
2104,Honda WR-V i-VTEC S,Honda,785000.0,2019,1199.0,26633,First Owner,Manual,Petrol,17.5,SUV,5
2105,Tata Hexa XT,Tata,1090000.0,2017,2179.0,47930,First Owner,Manual,Diesel,17.6,SUV,7
2106,Maruti Baleno 1.2 Zeta,Maruti,690000.0,2020,1197.0,41599,First Owner,Manual,Petrol,21.4,Hatchback,5
2107,Hyundai Venue SX Plus Turbo DCT,Hyundai,1050000.0,2020,998.0,26000,First Owner,Automatic,Petrol,18.15,SUV,5
2108,Mahindra XUV500 W11 BSIV,Mahindra,1350000.0,2018,2179.0,58665,First Owner,Manual,Diesel,15.1,SUV,7
2109,Toyota Innova 2.5 VX (Diesel) 7 Seater,Toyota,850000.0,2014,2494.0,121000,Second Owner,Manual,Diesel,12.99,MUV,7
2110,Maruti Celerio ZXI AMT,Maruti,434999.99999999994,2019,998.0,70123,First Owner,Automatic,Petrol,21.63,Hatchback,5
2111,Hyundai Venue SX Diesel,Hyundai,950000.0,2019,1493.0,87000,First Owner,Manual,Diesel,23.7,SUV,5
2112,Toyota Fortuner 3.0 Diesel,Toyota,1200000.0,2011,2982.0,100181,Second Owner,Manual,Diesel,11.5,SUV,7
2113,Mahindra XUV500 W10 2WD,Mahindra,950000.0,2015,2179.0,41000,First Owner,Manual,Diesel,16.0,SUV,7
2114,Honda City i DTEC VX,Honda,650000.0,2014,1498.0,51800,First Owner,Manual,Diesel,25.1,Sedan,5
2115,Maruti Jimny Alpha Dual Tone,Maruti,1500000.0,2023,1462.0,386,First Owner,Manual,Petrol,16.94,SUV,4
2116,Honda City i VTEC V,Honda,610000.0,2016,1497.0,77000,Second Owner,Manual,Petrol,17.4,Sedan,5
2117,Skoda Octavia 1.8 TSI AT L K,Skoda,2190000.0,2019,1798.0,41521,First Owner,Automatic,Petrol,15.1,Sedan,5
2118,Kia Seltos HTX G,Kia,1490000.0,2021,1497.0,3844,First Owner,Manual,Petrol,16.8,SUV,5
2119,Jeep Compass 2.0 Longitude BSIV,Jeep,1300000.0,2017,1956.0,94215,First Owner,Manual,Diesel,17.1,SUV,5
2120,Maruti Vitara Brezza VXI,Maruti,840000.0,2020,1462.0,39109,First Owner,Manual,Petrol,17.03,SUV,5
2121,Renault Duster 85PS Diesel RxL,Renault,385000.0,2013,1461.0,75123,First Owner,Manual,Diesel,19.87,SUV,5
2122,Kia Seltos GTX Plus Diesel AT,Kia,1525000.0,2019,1493.0,44354,First Owner,Automatic,Diesel,18.0,SUV,5
2123,Maruti Baleno Alpha BSVI,Maruti,985000.0,2022,1197.0,12300,First Owner,Manual,Petrol,22.35,Hatchback,5
2124,Audi A3 35 TDI Technology,Audi,2190000.0,2015,1968.0,42840,First Owner,Automatic,Diesel,20.38,Sedan,5
2125,Maruti Ciaz ZDi Plus,Maruti,670000.0,2016,1248.0,68000,First Owner,Manual,Diesel,26.21,Sedan,5
2126,Hyundai Alcazar Prestige (O) 7-Str Diesel AT,Hyundai,1825000.0,2021,1498.0,54000,First Owner,Automatic,Diesel,18.1,SUV,7
2127,Hyundai Verna 1.6 SX,Hyundai,550000.0,2014,1582.0,107580,First Owner,Manual,Diesel,22.32,Sedan,5
2128,Maruti Swift VXI,Maruti,480000.0,2016,1197.0,43000,First Owner,Manual,Petrol,21.21,Hatchback,5
2129,Mercedes-Benz M-Class ML 250 CDI,Mercedes-Benz,3190000.0,2015,2143.0,114756,First Owner,Automatic,Diesel,15.26,SUV,5
2130,Skoda Octavia 1.8 TSI AT L K,Skoda,2290000.0,2019,1798.0,29882,First Owner,Automatic,Petrol,15.1,Sedan,5
2131,Honda City i DTec SV,Honda,525000.0,2014,1498.0,76000,First Owner,Manual,Diesel,26.0,Sedan,5
2132,Hyundai i20 Magna Plus,Hyundai,590000.0,2019,1197.0,42200,First Owner,Manual,Petrol,18.6,Hatchback,5
2133,Maruti Swift VXI AMT BSVI,Maruti,775000.0,2022,1197.0,3120,First Owner,Automatic,Petrol,22.56,Hatchback,5
2134,BMW X1 sDrive 20d Sportline,BMW,2390000.0,2016,1995.0,94724,First Owner,Automatic,Diesel,17.05,SUV,5
2135,Volkswagen Vento 1.0 TSI Highline,Volkswagen,1050000.0,2022,999.0,20972,First Owner,Manual,Petrol,17.69,Sedan,5
2136,Mercedes-Benz E-Class E250 Edition E,Mercedes-Benz,2750000.0,2015,2143.0,70705,First Owner,Automatic,Diesel,15.0,Sedan,5
2137,Maruti Wagon R LXI,Maruti,250000.0,2011,998.0,72580,First Owner,Manual,Petrol,21.79,Hatchback,5
2138,Kia Carnival Limousine,Kia,3100000.0,2020,2199.0,35258,First Owner,Automatic,Diesel,14.11,MUV,7
2139,Hyundai i20 Magna 1.4 CRDi,Hyundai,575000.0,2017,1396.0,81000,First Owner,Manual,Diesel,22.54,Hatchback,5
2140,Hyundai Verna 1.6 SX CRDi (O),Hyundai,550000.0,2013,1582.0,90000,Second Owner,Manual,Diesel,22.32,Sedan,5
2141,Toyota Fortuner 4X4 Diesel BSVI,Toyota,4190000.0,2022,2755.0,40200,First Owner,Manual,Diesel,8.0,SUV,7
2142,Maruti Swift VXI 2018,Maruti,600000.0,2018,1197.0,57000,First Owner,Manual,Petrol,22.0,Hatchback,5
2143,Hyundai i20 1.2 Asta Option,Hyundai,625000.0,2017,1197.0,57000,Second Owner,Manual,Petrol,18.6,Hatchback,5
2144,Tata Nexon XZA Plus DualTone Roof AMT,Tata,1025000.0,2021,1199.0,38323,First Owner,Automatic,Petrol,16.35,SUV,5
2145,Kia Seltos GTX Plus DCT,Kia,1450000.0,2019,1353.0,47776,First Owner,Automatic,Petrol,16.5,SUV,5
2146,Hyundai i20 Sportz 1.4 CRDi,Hyundai,575000.0,2015,1396.0,76000,First Owner,Manual,Diesel,22.54,Hatchback,5
2147,Hyundai Grand i10 Magna,Hyundai,495000.0,2017,1197.0,28500,First Owner,Manual,Petrol,18.9,Hatchback,5
2148,Renault KWID 1.0 RXL BSVI,Renault,425000.0,2020,999.0,32355,First Owner,Manual,Petrol,21.46,Hatchback,5
2149,Honda Amaze S Petrol BSIV,Honda,625000.0,2019,1199.0,58740,First Owner,Manual,Petrol,19.5,Sedan,5
2150,Mahindra Alturas G4 4X4 AT BSIV,Mahindra,2690000.0,2019,2157.0,11772,First Owner,Automatic,Diesel,12.05,SUV,7
2151,Maruti Swift Dzire LDI,Maruti,475000.0,2013,1248.0,56805,First Owner,Manual,Diesel,23.4,Sedan,5
2152,Land Rover Range Rover Evoque 2.0 TD4 HSE,Land,3200000.0,2016,1999.0,81317,Second Owner,Automatic,Diesel,15.68,SUV,5
